mmwr_week,week,week_start,week_end,season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent,current_week_ending
202335,35,2023-08-27,2023-09-02,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.01,2025-08-30
202403,3,2024-01-14,2024-01-20,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.02,2025-01-18
202407,7,2024-02-11,2024-02-17,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,45_64,0.01,2025-02-15
202411,11,2024-03-10,2024-03-16,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.4,2025-03-15
202345,45,2023-11-05,2023-11-11,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.01,2024-11-09
202242,42,2022-10-16,2022-10-22,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2024-10-19
201910,10,2019-03-03,2019-03-09,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.03,2025-03-08
201731,31,2017-07-30,2017-08-05,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-08-02
201952,52,2019-12-22,2019-12-28,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.21,2024-12-28
202427,27,2024-06-30,2024-07-06,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.01,2025-07-05
202323,23,2023-06-04,2023-06-10,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.01,2025-06-07
202404,4,2024-01-21,2024-01-27,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,45_64,0.01,2025-01-25
201918,18,2019-04-28,2019-05-04,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,65+,0.01,2025-05-03
202118,18,2021-05-02,2021-05-08,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.09,2025-05-03
201710,10,2017-03-05,2017-03-11,2016-2017,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,05_17,0.03,2025-03-08
202344,44,2023-10-29,2023-11-04,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2024-11-02
202148,48,2021-11-28,2021-12-04,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.12,2024-11-30
202426,26,2024-06-23,2024-06-29,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-06-28
202428,28,2024-07-07,2024-07-13,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.22,2025-07-12
202314,14,2023-04-02,2023-04-08,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-04-05
201616,16,2016-04-17,2016-04-23,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.04,2025-04-19
202339,39,2023-09-24,2023-09-30,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.1,2025-09-27
202010,10,2020-03-01,2020-03-07,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.18,2025-03-08
201801,1,2017-12-31,2018-01-06,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.07,2025-01-04
202207,7,2022-02-13,2022-02-19,2021-2022,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-02-15
202352,52,2023-12-24,2023-12-30,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2024-12-28
201951,51,2019-12-15,2019-12-21,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,65+,0.01,2024-12-21
202029,29,2020-07-12,2020-07-18,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.02,2025-07-19
202209,9,2022-02-27,2022-03-05,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.02,2025-03-01
202201,1,2022-01-02,2022-01-08,2021-2022,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2025-01-04
202433,33,2024-08-11,2024-08-17,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,18_44,0.01,2025-08-16
202203,3,2022-01-16,2022-01-22,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.15,2025-01-18
202236,36,2022-09-04,2022-09-10,2021-2022,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-09-06
202301,1,2023-01-01,2023-01-07,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,All,All,0.01,2025-01-04
201727,27,2017-07-02,2017-07-08,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-07-05
202414,14,2024-03-31,2024-04-06,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,65+,0.01,2025-04-05
202127,27,2021-07-04,2021-07-10,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.06,2025-07-05
202221,21,2022-05-22,2022-05-28,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.03,2025-05-24
202402,2,2024-01-07,2024-01-13,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.04,2025-01-11
201548,48,2015-11-29,2015-12-05,2015-2016,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.05,2024-11-30
202406,6,2024-02-04,2024-02-10,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-02-08
202215,15,2022-04-10,2022-04-16,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-04-12
202351,51,2023-12-17,2023-12-23,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0.04,2024-12-21
202101,1,2021-01-03,2021-01-09,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.18,2025-01-04
202335,35,2023-08-27,2023-09-02,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2025-08-30
202251,51,2022-12-18,2022-12-24,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.07,2024-12-21
201838,38,2018-09-16,2018-09-22,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-09-20
202231,31,2022-07-31,2022-08-06,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.03,2025-08-02
202439,39,2024-09-22,2024-09-28,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.07,2025-09-27
201636,36,2016-09-04,2016-09-10,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.02,2025-09-06
202252,52,2022-12-25,2022-12-31,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.1,2024-12-28
202310,10,2023-03-05,2023-03-11,2022-2023,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-03-08
202301,1,2023-01-01,2023-01-07,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.03,2025-01-04
202247,47,2022-11-20,2022-11-26,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,00_04,0.17,2024-11-23
202008,8,2020-02-16,2020-02-22,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.06,2025-02-22
202248,48,2022-11-27,2022-12-03,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.05,2024-11-30
202324,24,2023-06-11,2023-06-17,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic Or Latino,0.11,2025-06-14
202244,44,2022-10-30,2022-11-05,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,All,All,0.02,2024-11-02
202430,30,2024-07-21,2024-07-27,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.05,2025-07-26
202052,52,2020-12-20,2020-12-26,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.07,2024-12-28
201611,11,2016-03-13,2016-03-19,2015-2016,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.06,2025-03-15
202235,35,2022-08-28,2022-09-03,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-08-30
202141,41,2021-10-10,2021-10-16,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,18_44,0.02,2024-10-12
202231,31,2022-07-31,2022-08-06,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.04,2025-08-02
202220,20,2022-05-15,2022-05-21,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.2,2025-05-17
202140,40,2021-10-03,2021-10-09,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.11,2024-10-05
202013,13,2020-03-22,2020-03-28,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic Or Latino,0.24,2025-03-29
202417,17,2024-04-21,2024-04-27,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.17,2025-04-26
201841,41,2018-10-07,2018-10-13,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.07,2024-10-12
202131,31,2021-08-01,2021-08-07,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.14,2025-08-02
201633,33,2016-08-14,2016-08-20,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.03,2025-08-16
202004,4,2020-01-19,2020-01-25,2019-2020,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.04,2025-01-25
201902,2,2019-01-06,2019-01-12,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.05,2025-01-11
202140,40,2021-10-03,2021-10-09,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.16,2024-10-05
202022,22,2020-05-24,2020-05-30,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,65+,0.01,2025-05-31
202401,1,2023-12-31,2024-01-06,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.04,2025-01-04
202217,17,2022-04-24,2022-04-30,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.06,2025-04-26
201704,4,2017-01-22,2017-01-28,2016-2017,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,05_17,0.02,2025-01-25
202004,4,2020-01-19,2020-01-25,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.18,2025-01-25
202235,35,2022-08-28,2022-09-03,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.03,2025-08-30
201838,38,2018-09-16,2018-09-22,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.03,2025-09-20
202117,17,2021-04-25,2021-05-01,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.09,2025-04-26
201710,10,2017-03-05,2017-03-11,2016-2017,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-03-08
202419,19,2024-05-05,2024-05-11,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,00_04,0.01,2025-05-10
201923,23,2019-06-02,2019-06-08,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.16,2025-06-07
202303,3,2023-01-15,2023-01-21,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.02,2025-01-18
202434,34,2024-08-18,2024-08-24,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.02,2025-08-23
201607,7,2016-02-14,2016-02-20,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.05,2025-02-15
202024,24,2020-06-07,2020-06-13,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic Or Latino,0.18,2025-06-14
202106,6,2021-02-07,2021-02-13,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.06,2025-02-08
202006,6,2020-02-02,2020-02-08,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.06,2025-02-08
202349,49,2023-12-03,2023-12-09,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,05_17,0.01,2024-12-07
202338,38,2023-09-17,2023-09-23,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.11,2025-09-20
201840,40,2018-09-30,2018-10-06,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.07,2024-10-05
202014,14,2020-03-29,2020-04-04,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.23,2025-04-05
202415,15,2024-04-07,2024-04-13,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.01,2025-04-12
202003,3,2020-01-12,2020-01-18,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.13,2025-01-18
202315,15,2023-04-09,2023-04-15,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-04-12
202236,36,2022-09-04,2022-09-10,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.03,2025-09-06
202009,9,2020-02-23,2020-02-29,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.04,2025-03-01
202036,36,2020-08-30,2020-09-05,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.07,2025-09-06
202042,42,2020-10-11,2020-10-17,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2024-10-19
202433,33,2024-08-11,2024-08-17,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.02,2025-08-16
202204,4,2022-01-23,2022-01-29,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-01-25
202014,14,2020-03-29,2020-04-04,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.23,2025-04-05
202028,28,2020-07-05,2020-07-11,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic Or Latino,0.12,2025-07-12
201825,25,2018-06-17,2018-06-23,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.06,2025-06-21
202009,9,2020-02-23,2020-02-29,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.03,2025-03-01
202435,35,2024-08-25,2024-08-31,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.03,2025-08-30
202401,1,2023-12-31,2024-01-06,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,00_04,0.09,2025-01-04
202020,20,2020-05-10,2020-05-16,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-05-17
202216,16,2022-04-17,2022-04-23,2021-2022,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,45_64,0.01,2025-04-19
202234,34,2022-08-21,2022-08-27,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.1,2025-08-23
202333,33,2023-08-13,2023-08-19,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2025-08-16
202020,20,2020-05-10,2020-05-16,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.03,2025-05-17
202017,17,2020-04-19,2020-04-25,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2025-04-26
202318,18,2023-04-30,2023-05-06,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.01,2025-05-03
202421,21,2024-05-19,2024-05-25,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-05-24
202349,49,2023-12-03,2023-12-09,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2024-12-07
201922,22,2019-05-26,2019-06-01,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.1,2025-05-31
202403,3,2024-01-14,2024-01-20,2023-2024,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-01-18
202002,2,2020-01-05,2020-01-11,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0.03,2025-01-11
202012,12,2020-03-15,2020-03-21,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-03-22
202152,52,2021-12-26,2022-01-01,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.19,2024-12-28
201549,49,2015-12-06,2015-12-12,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.03,2024-12-07
201831,31,2018-07-29,2018-08-04,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.02,2025-08-02
202121,21,2021-05-23,2021-05-29,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.02,2025-05-24
202050,50,2020-12-06,2020-12-12,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.07,2024-12-14
202220,20,2022-05-15,2022-05-21,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.03,2025-05-17
201823,23,2018-06-03,2018-06-09,2017-2018,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-06-07
202419,19,2024-05-05,2024-05-11,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.13,2025-05-10
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,18_44,0.02,2024-11-09
201915,15,2019-04-07,2019-04-13,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.02,2025-04-12
202123,23,2021-06-06,2021-06-12,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.02,2025-06-07
202240,40,2022-10-02,2022-10-08,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.16,2024-10-05
201939,39,2019-09-22,2019-09-28,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.1,2025-09-27
202330,30,2023-07-23,2023-07-29,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.16,2025-07-26
202104,4,2021-01-24,2021-01-30,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.05,2025-01-25
202407,7,2024-02-11,2024-02-17,2023-2024,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,00_04,0.01,2025-02-15
201643,43,2016-10-23,2016-10-29,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.08,2024-10-26
202350,50,2023-12-10,2023-12-16,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0.03,2024-12-14
201809,9,2018-02-25,2018-03-03,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.1,2025-03-01
202343,43,2023-10-22,2023-10-28,2023-2024,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2024-10-26
202305,5,2023-01-29,2023-02-04,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.07,2025-02-01
202333,33,2023-08-13,2023-08-19,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.09,2025-08-16
202432,32,2024-08-04,2024-08-10,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.02,2025-08-09
202017,17,2020-04-19,2020-04-25,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.23,2025-04-26
202430,30,2024-07-21,2024-07-27,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.03,2025-07-26
201836,36,2018-09-02,2018-09-08,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.04,2025-09-06
202316,16,2023-04-16,2023-04-22,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.22,2025-04-19
201848,48,2018-11-25,2018-12-01,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.09,2024-11-30
202033,33,2020-08-09,2020-08-15,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-08-16
202423,23,2024-06-02,2024-06-08,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.01,2025-06-07
201932,32,2019-08-04,2019-08-10,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.07,2025-08-09
202102,2,2021-01-10,2021-01-16,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2025-01-11
202007,7,2020-02-09,2020-02-15,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.52,2025-02-15
202408,8,2024-02-18,2024-02-24,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.15,2025-02-22
202402,2,2024-01-07,2024-01-13,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.03,2025-01-11
